CODIGO;DESCRIPCION GENERAL;DESCRIPCION DE ELECCION;DESCRIPCION ESPECIFICA;PRECIO
1557;ENCURTIDOS CALIDAD PREMIUM ;ENCURTIDOS PREMIUM EN BALDE X 5 KG. ;Cebollitas en Vinagre x 5 Kg. Esc. (CALIDAD PREMIUM) BALDE                       ;$ 58.693
1558;ENCURTIDOS CALIDAD PREMIUM ;ENCURTIDOS PREMIUM EN BALDE X 5 KG. ;Lupines en Salmuera x 5 Kg. Esc. (CALIDAD PREMIUM) BALDE;$ 29.698
1559;ENCURTIDOS CALIDAD PREMIUM ;ENCURTIDOS PREMIUM EN BALDE X 5 KG. ;Antipasto Condimentado en Aceite x 5 Kg. Esc. (CALIDAD PREMIUM) BALDE;$ 41.780
975;ENCURTIDOS CALIDAD PREMIUM ;ENCURTIDOS PREMIUM EN BALDE X 5 KG. ;Champiñones Enteros al Natural x 5 Kg. Esc. (CALIDAD PREMIUM) GARRAFA;$ 84.554
976;ENCURTIDOS CALIDAD PREMIUM ;ENCURTIDOS PREMIUM EN BALDE X 5 KG. ;Champiñones Laminados al Natural x 5 Kg. Esc. (CALIDAD PREMIUM) GARRAFA;$ 69.126
1121;ENCURTIDOS CALIDAD PREMIUM ;ENCURTIDOS PREMIUM EN BALDE X 5 KG. ;Pimiento Morron en Salmuera x 4 Kg. Esc. (CALIDAD PREMIUM) BALDE;$ 35.394
1856;ENCURTIDOS CALIDAD PREMIUM ;ENCURTIDOS PREMIUM EN BALDE X 5 KG. ;Coliflor en Vinagre x 5 Kg. Esc. (CALIDAD PREMIUM) BALDE;$ 37.009
1857;ENCURTIDOS CALIDAD PREMIUM ;ENCURTIDOS PREMIUM EN BALDE X 5 KG. ;Zanahorias en Rodajas en Vinagre x 5 Kg. Esc. (CALIDAD PREMIUM) BALDE;$ 26.587
1858;ENCURTIDOS CALIDAD PREMIUM ;ENCURTIDOS PREMIUM EN BALDE X 5 KG. ;Zanahorias Rizadas en Vinagre x 5 Kg. Esc. (CALIDAD PREMIUM) BALDE;$ 26.587
59;ENCURTIDOS CALIDAD PREMIUM ;ENCURTIDOS EN POTE PET X 2 KG. (PACK POR 4 UNIDADES);Pickles Mixtos con Aceitunas Negras en Vinagre x 2 Kg. Esc. PET              ;$ 14.162
62;ENCURTIDOS CALIDAD PREMIUM ;ENCURTIDOS EN POTE PET X 2 KG. (PACK POR 4 UNIDADES);Pepinitos en Vinagre x 2 Kg. Esc. PET           ;$ 22.622
65;ENCURTIDOS CALIDAD PREMIUM ;ENCURTIDOS EN POTE PET X 2 KG. (PACK POR 4 UNIDADES);Cebollitas en Vinagre x 2 Kg. Esc. PET                         ;$ 23.886
628;ENCURTIDOS CALIDAD PREMIUM ;ENCURTIDOS EN POTE PET X 2 KG. (PACK POR 4 UNIDADES);Lupines en Salmuera x 2 Kg. Esc. PET           ;$ 11.416
68;ENCURTIDOS CALIDAD PREMIUM ;ENCURTIDOS EN POTE PET X 2 KG. (PACK POR 4 UNIDADES);Antipasto Condimentado en Aceite x 2 Kg. Esc. PET            ;$ 16.445
1055;ENCURTIDOS CALIDAD PREMIUM ;ENCURTIDOS EN POTE PET X 2 KG. (PACK POR 4 UNIDADES);Pimiento Morron en Aceite x 1,850 Gr. Esc. PET;$ 20.381
1859;ENCURTIDOS CALIDAD PREMIUM ;ENCURTIDOS EN POTE PET X 2 KG. (PACK POR 4 UNIDADES);Coliflor en Vinagre x 2 Kg. Esc. PET;$ 15.147
1860;ENCURTIDOS CALIDAD PREMIUM ;ENCURTIDOS EN POTE PET X 2 KG. (PACK POR 4 UNIDADES);Zanahorias en Rodajas en Vinagre x 2 Kg. Esc. PET;$ 10.947
1861;ENCURTIDOS CALIDAD PREMIUM ;ENCURTIDOS EN POTE PET X 2 KG. (PACK POR 4 UNIDADES);Zanahorias Rizadas en Vinagre x 2 Kg. Esc. PET;$ 10.947
1550;ENCURTIDOS CALIDAD PREMIUM ;ENCURTIDOS PREMIUM EN VIDRIO X 2 KG. (PACK POR 4 UNIDADES);Pickles Mixtos con Aceitunas Negras en Vinagre x 2 Kg. Esc. (CALIDAD PREMIUM) VIDRIO                    ;$ 20.198
1551;ENCURTIDOS CALIDAD PREMIUM ;ENCURTIDOS PREMIUM EN VIDRIO X 2 KG. (PACK POR 4 UNIDADES);Pepinitos en Vinagre x 2 Kg. Esc. (CALIDAD PREMIUM) VIDRIO    ;$ 28.974
1552;ENCURTIDOS CALIDAD PREMIUM ;ENCURTIDOS PREMIUM EN VIDRIO X 2 KG. (PACK POR 4 UNIDADES);Cebollitas en Vinagre x 2 Kg. Esc. (CALIDAD PREMIUM) VIDRIO                         ;$ 30.284
1553;ENCURTIDOS CALIDAD PREMIUM ;ENCURTIDOS PREMIUM EN VIDRIO X 2 KG. (PACK POR 4 UNIDADES);Lupines en Salmuera x 2 Kg. Esc. (CALIDAD PREMIUM) VIDRIO    ;$ 17.392
1554;ENCURTIDOS CALIDAD PREMIUM ;ENCURTIDOS PREMIUM EN VIDRIO X 2 KG. (PACK POR 4 UNIDADES);Antipasto Condimentado en Aceite x 2 Kg. Esc. (CALIDAD PREMIUM) VIDRIO    ;$ 22.566
1862;ENCURTIDOS CALIDAD PREMIUM ;ENCURTIDOS PREMIUM EN VIDRIO X 2 KG. (PACK POR 4 UNIDADES);Coliflor en Vinagre x 1,8 Kg. Esc. (CALIDAD PREMIUM) VIDRIO;$ 21.220
1863;ENCURTIDOS CALIDAD PREMIUM ;ENCURTIDOS PREMIUM EN VIDRIO X 2 KG. (PACK POR 4 UNIDADES);Zanahorias en Rodajas en Vinagre x 1,8 Kg. Esc. (CALIDAD PREMIUM) VIDRIO;$ 16.863
1864;ENCURTIDOS CALIDAD PREMIUM ;ENCURTIDOS PREMIUM EN VIDRIO X 2 KG. (PACK POR 4 UNIDADES);Zanahorias Rizadas en Vinagre x 1,8 Kg. Esc. (CALIDAD PREMIUM) VIDRIO;$ 16.863
70;ENCURTIDOS CALIDAD PREMIUM ;ENCURTIDOS PREMIUM EN VIDRIO X 2 KG. (PACK POR 4 UNIDADES);Ajies Despuntados en Vinagre x 900 Gr. Esc. (CALIDAD PREMIUM) VIDRIO    ;$ 20.209
71;ENCURTIDOS CALIDAD PREMIUM ;ENCURTIDOS PREMIUM EN VIDRIO X 2 KG. (PACK POR 4 UNIDADES);Berenjenas en Aceite Condimentadas x 2 Kg. Esc. (CALIDAD PREMIUM) VIDRIO    ;$ 29.763
72;ENCURTIDOS CALIDAD PREMIUM ;ENCURTIDOS PREMIUM EN VIDRIO X 2 KG. (PACK POR 4 UNIDADES);Pepinillos Agridulces Condimentados x 2 Kg. Esc. (CALIDAD PREMIUM) VIDRIO    ;$ 25.299
1548;ENCURTIDOS CALIDAD PREMIUM ;ENCURTIDOS PREMIUM EN VIDRIO X 2 KG. (PACK POR 4 UNIDADES);Pepinillos Agridulces en RODAJAS Condimentados x 2 Kg. Esc. (CALIDAD PREMIUM) VIDRIO    ;$ 25.295
1125;ENCURTIDOS CALIDAD PREMIUM ;ENCURTIDOS PREMIUM EN VIDRIO X 2 KG. (PACK POR 4 UNIDADES);Corazón de Alcaucil al Natural x 1,8 Kg. Esc. (CALIDAD PREMIUM) VIDRIO;$ 70.208
977;ENCURTIDOS CALIDAD PREMIUM ;ENCURTIDOS PREMIUM EN VIDRIO X 2 KG. (PACK POR 4 UNIDADES);Champiñones Enteros al Natural x 2 Kg. Esc. (CALIDAD PREMIUM) PET;$ 43.326
978;ENCURTIDOS CALIDAD PREMIUM ;ENCURTIDOS PREMIUM EN VIDRIO X 2 KG. (PACK POR 4 UNIDADES);Champiñones Laminados al Natural x 2 Kg. Esc. (CALIDAD PREMIUM) PET;$ 35.666
60;ENCURTIDOS CALIDAD PREMIUM ;ENCURTIDOS EN POTE PET X 1 KG. (PACK POR 6 UNIDADES);Pickles Mixtos con Aceitunas Negras en Vinagre x 1 Kg. Esc. PET                           ;$ 8.537
63;ENCURTIDOS CALIDAD PREMIUM ;ENCURTIDOS EN POTE PET X 1 KG. (PACK POR 6 UNIDADES);Pepinitos en Vinagre x 1 Kg. Esc. PET           ;$ 13.019
66;ENCURTIDOS CALIDAD PREMIUM ;ENCURTIDOS EN POTE PET X 1 KG. (PACK POR 6 UNIDADES);Cebollitas en Vinagre x 1 Kg. Esc. PET                ;$ 13.689
629;ENCURTIDOS CALIDAD PREMIUM ;ENCURTIDOS EN POTE PET X 1 KG. (PACK POR 6 UNIDADES);Lupines en Salmuera x 1 Kg. Esc. PET           ;$ 7.192
69;ENCURTIDOS CALIDAD PREMIUM ;ENCURTIDOS EN POTE PET X 1 KG. (PACK POR 6 UNIDADES);Antipasto Condimentado en Aceite x 1 Kg. Esc. PET           ;$ 9.746
729;ENCURTIDOS CALIDAD PREMIUM ;ENCURTIDOS EN POTE PET X 1 KG. (PACK POR 6 UNIDADES);Cocktail de Pepinitos y Cebollitas en Vinagre x 1 Kg. Esc. PET           ;$ 13.019
1056;ENCURTIDOS CALIDAD PREMIUM ;ENCURTIDOS EN POTE PET X 1 KG. (PACK POR 6 UNIDADES);Pimiento Morron en Aceite x 900 Gr. Esc. PET;$ 11.637
1865;ENCURTIDOS CALIDAD PREMIUM ;ENCURTIDOS EN POTE PET X 1 KG. (PACK POR 6 UNIDADES);Coliflor en Vinagre x 1 Kg. Esc. PET;$ 9.059
1866;ENCURTIDOS CALIDAD PREMIUM ;ENCURTIDOS EN POTE PET X 1 KG. (PACK POR 6 UNIDADES);Zanahorias en Rodajas en Vinagre x 1 Kg. Esc. PET;$ 6.833
1867;ENCURTIDOS CALIDAD PREMIUM ;ENCURTIDOS EN POTE PET X 1 KG. (PACK POR 6 UNIDADES);Zanahorias Rizadas en Vinagre x 1 Kg. Esc. PET;$ 6.833
1541;ENCURTIDOS CALIDAD PREMIUM ;ENCURTIDOS PREMIUM EN VIDRIO X 1 KG. (PACK POR 6 UNIDADES);Pickles Mixtos con Aceitunas Negras en Vinagre x 1 Kg. Esc. (CALIDAD PREMIUM) VIDRIO                    ;$ 13.543
1542;ENCURTIDOS CALIDAD PREMIUM ;ENCURTIDOS PREMIUM EN VIDRIO X 1 KG. (PACK POR 6 UNIDADES);Pepinitos en Vinagre x 1 Kg. Esc. (CALIDAD PREMIUM) VIDRIO    ;$ 18.183
1543;ENCURTIDOS CALIDAD PREMIUM ;ENCURTIDOS PREMIUM EN VIDRIO X 1 KG. (PACK POR 6 UNIDADES);Cebollitas en Vinagre x 1 Kg. Esc. (CALIDAD PREMIUM) VIDRIO                         ;$ 18.876
1544;ENCURTIDOS CALIDAD PREMIUM ;ENCURTIDOS PREMIUM EN VIDRIO X 1 KG. (PACK POR 6 UNIDADES);Lupines en Salmuera x 1 Kg. Esc. (CALIDAD PREMIUM) VIDRIO    ;$ 11.922
1545;ENCURTIDOS CALIDAD PREMIUM ;ENCURTIDOS PREMIUM EN VIDRIO X 1 KG. (PACK POR 6 UNIDADES);Antipasto Condimentado en Aceite x 1 Kg. Esc. (CALIDAD PREMIUM) VIDRIO    ;$ 14.795
1547;ENCURTIDOS CALIDAD PREMIUM ;ENCURTIDOS PREMIUM EN VIDRIO X 1 KG. (PACK POR 6 UNIDADES);Cocktail de Pepinitos y Cebollitas en Vinagre x 1 Kg. Esc. (CALIDAD PREMIUM) VIDRIO;$ 18.183
1868;ENCURTIDOS CALIDAD PREMIUM ;ENCURTIDOS PREMIUM EN VIDRIO X 1 KG. (PACK POR 6 UNIDADES);Coliflor en Vinagre x 900 Gr. Esc. (CALIDAD PREMIUM) VIDRIO;$ 14.083
1869;ENCURTIDOS CALIDAD PREMIUM ;ENCURTIDOS PREMIUM EN VIDRIO X 1 KG. (PACK POR 6 UNIDADES);Zanahorias en Rodajas en Vinagre x 900 Gr. Esc. (CALIDAD PREMIUM) VIDRIO;$ 11.779
1870;ENCURTIDOS CALIDAD PREMIUM ;ENCURTIDOS PREMIUM EN VIDRIO X 1 KG. (PACK POR 6 UNIDADES);Zanahorias Rizadas en Vinagre x 900 Gr. Esc. (CALIDAD PREMIUM) VIDRIO;$ 11.779
979;ENCURTIDOS CALIDAD PREMIUM ;ENCURTIDOS PREMIUM EN VIDRIO X 1 KG. (PACK POR 6 UNIDADES);Champiñones Enteros al Natural x 1 Kg. Esc. (CALIDAD PREMIUM) PET;$ 24.333
980;ENCURTIDOS CALIDAD PREMIUM ;ENCURTIDOS PREMIUM EN VIDRIO X 1 KG. (PACK POR 6 UNIDADES);Champiñones Laminados al Natural x 1 Kg. Esc. (CALIDAD PREMIUM) PET;$ 20.244
690;ENCURTIDOS CALIDAD PREMIUM ;ENCURTIDOS EN POTE PET X 480 GR. (PACK POR 12 UNIDADES);Pickles Mixtos con Aceitunas Negras en Vinagre x 480 Gr. Esc. PET                      ;$ 4.965
686;ENCURTIDOS CALIDAD PREMIUM ;ENCURTIDOS EN POTE PET X 480 GR. (PACK POR 12 UNIDADES);Pepinitos en Vinagre x 480 Gr. Esc. PET           ;$ 7.207
691;ENCURTIDOS CALIDAD PREMIUM ;ENCURTIDOS EN POTE PET X 480 GR. (PACK POR 12 UNIDADES);Cebollitas en Vinagre x 480 Gr. Esc. PET                            ;$ 7.542
692;ENCURTIDOS CALIDAD PREMIUM ;ENCURTIDOS EN POTE PET X 480 GR. (PACK POR 12 UNIDADES);Lupines en Salmuera x 480 Gr. Esc. PET        ;$ 4.288
1530;ENCURTIDOS CALIDAD PREMIUM ;ENCURTIDOS EN POTE PET X 480 GR. (PACK POR 12 UNIDADES);Antipasto Condimentado en Aceite x 480 Gr. Esc. PET        ;$ 5.605
1871;ENCURTIDOS CALIDAD PREMIUM ;ENCURTIDOS EN POTE PET X 480 GR. (PACK POR 12 UNIDADES);Coliflor en Vinagre x 480 Gr. Esc. PET;$ 5.226
1872;ENCURTIDOS CALIDAD PREMIUM ;ENCURTIDOS EN POTE PET X 480 GR. (PACK POR 12 UNIDADES);Zanahorias en Rodajas en Vinagre x 480 Gr. Esc. PET;$ 4.113
1873;ENCURTIDOS CALIDAD PREMIUM ;ENCURTIDOS EN POTE PET X 480 GR. (PACK POR 12 UNIDADES);Zanahorias Rizadas en Vinagre x 480 Gr. Esc. PET;$ 4.113
1874;ENCURTIDOS CALIDAD PREMIUM ;ENCURTIDOS EN POTE PET X 480 GR. (PACK POR 12 UNIDADES);Provenzal Preparado Gourmet en Aceite y Vinagre x 660 Gr. Esc. PET;$ 8.518
830;ENCURTIDOS CALIDAD PREMIUM ;ENCURTIDOS EN POTE PET X 480 GR. (PACK POR 12 UNIDADES);Chimichurri Preparado Gourmet en Aceite y Vinagre x 720 Gr. Esc. PET;$ 8.389
710;ENCURTIDOS CALIDAD PREMIUM ;ENCURTIDOS EN POTE PET X 480 GR. (PACK POR 12 UNIDADES);Cocktail de Pepinitos y Cebollitas en Vinagre x 480 Gr. Esc. PET        ;$ 7.207
1057;ENCURTIDOS CALIDAD PREMIUM ;ENCURTIDOS EN POTE PET X 480 GR. (PACK POR 12 UNIDADES);Pimiento Morron en Aceite x 450 Gr. Esc. PET;$ 6.697
1534;ENCURTIDOS CALIDAD PREMIUM ;ENCURTIDOS PREMIUM EN VIDRIO X 480 GR. (PACK POR 12 UNIDADES);Pickles Mixtos con Aceitunas Negras en Vinagre x 480 Gr. Esc. (CALIDAD PREMIUM) VIDRIO                    ;$ 5.923
1535;ENCURTIDOS CALIDAD PREMIUM ;ENCURTIDOS PREMIUM EN VIDRIO X 480 GR. (PACK POR 12 UNIDADES);Pepinitos en Vinagre x 480 Gr. Esc. (CALIDAD PREMIUM) VIDRIO    ;$ 8.241
1536;ENCURTIDOS CALIDAD PREMIUM ;ENCURTIDOS PREMIUM EN VIDRIO X 480 GR. (PACK POR 12 UNIDADES);Cebollitas en Vinagre x 480 Gr. Esc. (CALIDAD PREMIUM) VIDRIO                         ;$ 8.587
1537;ENCURTIDOS CALIDAD PREMIUM ;ENCURTIDOS PREMIUM EN VIDRIO X 480 GR. (PACK POR 12 UNIDADES);Lupines en Salmuera x 480 Gr. Esc. (CALIDAD PREMIUM) VIDRIO    ;$ 5.436
1538;ENCURTIDOS CALIDAD PREMIUM ;ENCURTIDOS PREMIUM EN VIDRIO X 480 GR. (PACK POR 12 UNIDADES);Antipasto Condimentado en Aceite x 480 Gr. Esc. (CALIDAD PREMIUM) VIDRIO    ;$ 6.584
1875;ENCURTIDOS CALIDAD PREMIUM ;ENCURTIDOS PREMIUM EN VIDRIO X 480 GR. (PACK POR 12 UNIDADES);Coliflor en Vinagre x 480 Gr. Esc. (CALIDAD PREMIUM) VIDRIO;$ 6.192
1876;ENCURTIDOS CALIDAD PREMIUM ;ENCURTIDOS PREMIUM EN VIDRIO X 480 GR. (PACK POR 12 UNIDADES);Zanahorias en Rodajas en Vinagre x 480 Gr. Esc. (CALIDAD PREMIUM) VIDRIO;$ 5.041
1877;ENCURTIDOS CALIDAD PREMIUM ;ENCURTIDOS PREMIUM EN VIDRIO X 480 GR. (PACK POR 12 UNIDADES);Zanahorias Rizadas en Vinagre x 480 Gr. Esc. (CALIDAD PREMIUM) VIDRIO;$ 5.041
1540;ENCURTIDOS CALIDAD PREMIUM ;ENCURTIDOS PREMIUM EN VIDRIO X 480 GR. (PACK POR 12 UNIDADES);Cocktail de Pepinitos y Cebollitas en vinagre x 480 Gr. Esc. (CALIDAD PREMIUM) VIDRIO;$ 8.241
1122;ENCURTIDOS CALIDAD PREMIUM ;ENCURTIDOS PREMIUM EN VIDRIO X 480 GR. (PACK POR 12 UNIDADES);Corazón de Alcaucil al Natural x 400 Gr. Esc. (CALIDAD PREMIUM) VIDRIO;$ 17.409
83;ENCURTIDOS CALIDAD PREMIUM ;ENCURTIDOS PREMIUM EN VIDRIO X 480 GR. (PACK POR 12 UNIDADES);Berenjenas en Aceite Condimentadas x 330 Gr. Esc. (CALIDAD PREMIUM) VIDRIO    ;$ 5.882
719;ENCURTIDOS CALIDAD PREMIUM ;ENCURTIDOS EN POTE PET X 200 GR. (PACK POR 12 UNIDADES);Pickles Mixtos con Aceitunas Negras en Vinagre x 200 Gr. Esc. PET     ;$ 3.218
720;ENCURTIDOS CALIDAD PREMIUM ;ENCURTIDOS EN POTE PET X 200 GR. (PACK POR 12 UNIDADES);Pepinitos en Vinagre x 200 Gr. Esc. PET     ;$ 4.190
721;ENCURTIDOS CALIDAD PREMIUM ;ENCURTIDOS EN POTE PET X 200 GR. (PACK POR 12 UNIDADES);Cebollitas en Vinagre x 200 Gr. Esc. PET              ;$ 4.336
722;ENCURTIDOS CALIDAD PREMIUM ;ENCURTIDOS EN POTE PET X 200 GR. (PACK POR 12 UNIDADES);Lupines en Salmuera x 200 Gr. Esc. PET     ;$ 3.047
1529;ENCURTIDOS CALIDAD PREMIUM ;ENCURTIDOS EN POTE PET X 200 GR. (PACK POR 12 UNIDADES);Antipasto Condimentado en Aceite x 200 Gr. Esc. PET     ;$ 3.570
1878;ENCURTIDOS CALIDAD PREMIUM ;ENCURTIDOS EN POTE PET X 200 GR. (PACK POR 12 UNIDADES);Coliflor en Vinagre x 200 Gr. Esc. PET;$ 3.331
1879;ENCURTIDOS CALIDAD PREMIUM ;ENCURTIDOS EN POTE PET X 200 GR. (PACK POR 12 UNIDADES);Zanahorias en Rodajas en Vinagre x 200 Gr. Esc. PET;$ 2.849
1880;ENCURTIDOS CALIDAD PREMIUM ;ENCURTIDOS EN POTE PET X 200 GR. (PACK POR 12 UNIDADES);Zanahorias Rizadas en Vinagre x 200 Gr. Esc. PET;$ 2.849
1881;ENCURTIDOS CALIDAD PREMIUM ;ENCURTIDOS EN POTE PET X 200 GR. (PACK POR 12 UNIDADES);Provenzal Preparado Gourmet en Aceite y Vinagre x 350 Gr. Esc. PET;$ 5.024
831;ENCURTIDOS CALIDAD PREMIUM ;ENCURTIDOS EN POTE PET X 200 GR. (PACK POR 12 UNIDADES);Chimichurri Preparado Gourmet en Aceite y Vinagre x 360 Gr. Esc. PET;$ 4.972
725;ENCURTIDOS CALIDAD PREMIUM ;ENCURTIDOS EN POTE PET X 200 GR. (PACK POR 12 UNIDADES);Cocktail de Pepinitos y Cebollitas en Vinagre x 200 Gr. Esc. PET     ;$ 4.190
1058;ENCURTIDOS CALIDAD PREMIUM ;ENCURTIDOS EN POTE PET X 200 GR. (PACK POR 12 UNIDADES);Pimiento Morron en Aceite x 200 Gr. Esc. PET;$ 4.149
78;ENCURTIDOS CALIDAD PREMIUM ;ENCURTIDOS PREMIUM EN VIDRIO X 200 GR. (PACK POR 12 UNIDADES);Pickles Mixtos con Aceitunas Negras en Vinagre x 200 Gr. Esc. (CALIDAD PREMIUM) VIDRIO                    ;$ 3.445
81;ENCURTIDOS CALIDAD PREMIUM ;ENCURTIDOS PREMIUM EN VIDRIO X 200 GR. (PACK POR 12 UNIDADES);Pepinitos en Vinagre x 200 Gr. Esc. (CALIDAD PREMIUM) VIDRIO    ;$ 4.442
80;ENCURTIDOS CALIDAD PREMIUM ;ENCURTIDOS PREMIUM EN VIDRIO X 200 GR. (PACK POR 12 UNIDADES);Cebollitas en Vinagre x 200 Gr. Esc. (CALIDAD PREMIUM) VIDRIO                         ;$ 4.591
1531;ENCURTIDOS CALIDAD PREMIUM ;ENCURTIDOS PREMIUM EN VIDRIO X 200 GR. (PACK POR 12 UNIDADES);Lupines en Salmuera x 200 Gr. Esc. (CALIDAD PREMIUM) VIDRIO    ;$ 3.270
79;ENCURTIDOS CALIDAD PREMIUM ;ENCURTIDOS PREMIUM EN VIDRIO X 200 GR. (PACK POR 12 UNIDADES);Antipasto Condimentado en Aceite x 200 Gr. Esc. (CALIDAD PREMIUM) VIDRIO    ;$ 3.806
1882;ENCURTIDOS CALIDAD PREMIUM ;ENCURTIDOS PREMIUM EN VIDRIO X 200 GR. (PACK POR 12 UNIDADES);Coliflor en Vinagre x 200 Gr. Esc. (CALIDAD PREMIUM) VIDRIO;$ 3.561
1883;ENCURTIDOS CALIDAD PREMIUM ;ENCURTIDOS PREMIUM EN VIDRIO X 200 GR. (PACK POR 12 UNIDADES);Zanahorias en Rodajas en Vinagre x 200 Gr. Esc. (CALIDAD PREMIUM) VIDRIO;$ 3.066
1884;ENCURTIDOS CALIDAD PREMIUM ;ENCURTIDOS PREMIUM EN VIDRIO X 200 GR. (PACK POR 12 UNIDADES);Zanahorias Rizadas en Vinagre x 200 Gr. Esc. (CALIDAD PREMIUM) VIDRIO;$ 3.066
1532;ENCURTIDOS CALIDAD PREMIUM ;ENCURTIDOS PREMIUM EN VIDRIO X 200 GR. (PACK POR 12 UNIDADES);Cocktail de Pepinitos y Cebollitas en Vinagre x 200 Gr. Esc. (CALIDAD PREMIUM) VIDRIO;$ 4.442
82;ENCURTIDOS CALIDAD PREMIUM ;ENCURTIDOS PREMIUM EN VIDRIO X 200 GR. (PACK POR 12 UNIDADES);Pepinillos Agridulces Condimentados x 220 Gr. Esc. (CALIDAD PREMIUM) VIDRIO    ;$ 6.234
74;ENCURTIDOS CALIDAD PREMIUM ;ENCURTIDOS PREMIUM EN VIDRIO X 200 GR. (PACK POR 12 UNIDADES);Ajies Despuntados en Vinagre x 110 Gr. Esc. (CALIDAD PREMIUM) VIDRIO    ;$ 4.586
1123;ENCURTIDOS CALIDAD PREMIUM ;ENCURTIDOS PREMIUM EN VIDRIO X 200 GR. (PACK POR 12 UNIDADES);Choclitos Baby Entero al Natural en Vinagre x 130 Gr. Esc (CALIDAD PREMIUM) VIDRIO;$ 7.461
1124;ENCURTIDOS CALIDAD PREMIUM ;ENCURTIDOS PREMIUM EN VIDRIO X 200 GR. (PACK POR 12 UNIDADES);Corazón de Alcaucil al Natural x 200 Gr. Esc. (CALIDAD PREMIUM) VIDRIO;$ 12.017
981;ENCURTIDOS CALIDAD PREMIUM ;ENCURTIDOS PREMIUM EN VIDRIO X 200 GR. (PACK POR 12 UNIDADES);Champiñones Enteros al Natural x 200 Gr. Esc. (CALIDAD PREMIUM) VIDRIO;$ 10.729
982;ENCURTIDOS CALIDAD PREMIUM ;ENCURTIDOS PREMIUM EN VIDRIO X 200 GR. (PACK POR 12 UNIDADES);Champiñones Laminados al Natural x 180 Gr. Esc. (CALIDAD PREMIUM) VIDRIO;$ 9.327
1445;ENCURTIDOS CALIDAD PREMIUM ;ENCURTIDOS DOYPACK X 330 GR. (CAJA POR 24 UNIDADES);Pickles Mixtos con Aceitunas Negras en Vinagre x 330 Gr. Esc. DOYPACK                    ;$ 0
1444;ENCURTIDOS CALIDAD PREMIUM ;ENCURTIDOS DOYPACK X 330 GR. (CAJA POR 24 UNIDADES);Pepinitos en Vinagre x 330 Gr. Esc. DOYPACK           ;$ 0
1446;ENCURTIDOS CALIDAD PREMIUM ;ENCURTIDOS DOYPACK X 330 GR. (CAJA POR 24 UNIDADES);Cebollitas en Vinagre x 330 Gr. Esc. DOYPACK                           ;$ 0
1441;ENCURTIDOS CALIDAD PREMIUM ;ENCURTIDOS DOYPACK X 150 GR. (CAJA POR 24 UNIDADES);Pickles Mixtos con Aceitunas Negras en Vinagre x 150 Gr. Esc. DOYPACK                     ;$ 1.862
1440;ENCURTIDOS CALIDAD PREMIUM ;ENCURTIDOS DOYPACK X 150 GR. (CAJA POR 24 UNIDADES);Pepinitos en Vinagre x 150 Gr. Esc. DOYPACK ;$ 2.571
1442;ENCURTIDOS CALIDAD PREMIUM ;ENCURTIDOS DOYPACK X 150 GR. (CAJA POR 24 UNIDADES);Cebollitas en Vinagre x 150 Gr. Esc. DOYPACK               ;$ 2.679
1022;ENCURTIDOS CALIDAD PREMIUM ;AJOS PICADOS PREMIUM GOURMET X 180 GR. (PACK POR 12 UNIDADES);Ajo Picado en Aceite de OLIVA x 120 Gr.VIDRIO;$ 5.138
1023;ENCURTIDOS CALIDAD PREMIUM ;AJOS PICADOS PREMIUM GOURMET X 180 GR. (PACK POR 12 UNIDADES);Ajo Picado en Aceite de GIRASOL x 120 Gr.VIDRIO;$ 5.138
1024;ENCURTIDOS CALIDAD PREMIUM ;AJOS PICADOS PREMIUM GOURMET X 180 GR. (PACK POR 12 UNIDADES);Ajo Picado en LIMON x 120 Gr.VIDRIO;$ 5.138
1025;ENCURTIDOS CALIDAD PREMIUM ;AJOS PICADOS PREMIUM GOURMET X 180 GR. (PACK POR 12 UNIDADES);Ajo Picado Picante en Aceite con Aji y Pimenton x 120 Gr.VIDRIO;$ 5.138
87;ENCURTIDOS CALIDAD PREMIUM ;ENCURTIDOS VARIOS;Alcaparras x 50 Gr.;$ 3.746
88;ENCURTIDOS CALIDAD PREMIUM ;ENCURTIDOS VARIOS;Alcaparras x 90 Gr.;$ 4.745
738;ENCURTIDOS CALIDAD PREMIUM ;ENCURTIDOS VARIOS;Alcaparras x 500 Gr.;$ 17.946
739;ENCURTIDOS CALIDAD PREMIUM ;ENCURTIDOS VARIOS;Alcaparras x 1.000 Gr.;$ 33.017
90;ENCURTIDOS CALIDAD PREMIUM ;ENCURTIDOS VARIOS;Filet de Anchoas en aceite x 90 Gr.;$ 10.827
132;ENCURTIDOS CALIDAD PREMIUM ;ENCURTIDOS VARIOS;Filet de Anchoas en aceite 30 x 3. EN POTE ;$ 64.731
1066;TOMATES ;TRITURADOS PREMIUM;Tomate Triturado Natural en Lata x 8 Kg. - GREEN OLIVE;$ 13.950
122;TOMATES ;TRITURADOS PREMIUM;Tomate Perita Natural x 760 Gr. VIDRIO - GREEN OLIVE;$ 0
121;TOMATES ;TRITURADOS PREMIUM;Tomate Perita Natural x 2,5 Kg. GREEN OLIVE;$ 9.863
1751;TOMATES ;TRITURADOS PREMIUM;Tomate Triturado Natural en Botella x 500 Gr. GREEN OLIVE;$ 1.534
1520;TOMATES ;TRITURADOS PREMIUM;Tomate Triturado Natural en Botella x 950 Gr. GREEN OLIVE;$ 2.079
